# Tetrahedron method
       -6.1741028090        0.0000000000        0.0000000000        0.0000000000
       -6.0218231051        0.0000000000        0.0000000000        0.0000000000
       -5.8695434013        0.0000000000        0.0000000000        0.0000000000
       -5.7172636975        0.0000000000        0.0000000000        0.0000000000
       -5.5649839936        0.0000000000        0.0000000000        0.0000000000
       -5.4127042898        0.0000000000        0.0000000000        0.0000000000
       -5.2604245860        0.0000000000        0.0000000000        0.0000000000
       -5.1081448822        0.0000000000        0.0000000000        0.0000000000
       -4.9558651783        0.0000000000        0.0000000000        0.0000000000
       -4.8035854745        0.0000000000        0.0000000000        0.0000000000
       -4.6513057707        0.0000000000        0.0000000000        0.0000000000
       -4.4990260668        0.0000000000        0.0000000000        0.0000000000
       -4.3467463630        0.0000000000        0.0000000000        0.0000000000
       -4.1944666592        0.0000000000        0.0000000000        0.0000000000
       -4.0421869554        0.0000000000        0.0000000000        0.0000000000
       -3.8899072515        0.0000000000        0.0000000000        0.0000000000
       -3.7376275477        0.0000000000        0.0000000000        0.0000000000
       -3.5853478439        0.0078758008        0.0000031757        0.0000105692
       -3.4330681400        0.0102275366        0.0000054458        0.0000111189
       -3.2807884362        0.0127715651        0.0000086776        0.0000114403
       -3.1285087324        0.0153423124        0.0000126796        0.0000114772
       -2.9762290286        0.0181517854        0.0000174121        0.0000115179
       -2.8239493247        0.0206428479        0.0000224765        0.0000114983
       -2.6716696209        0.0233630882        0.0000275914        0.0000116929
       -2.5193899171        0.0259015649        0.0000305098        0.0000125989
       -2.3671102132        0.0272781249        0.0000335182        0.0000155893
       -2.2148305094        0.0261284152        0.0000364370        0.0000203750
       -2.0625508056        0.0231525171        0.0000398587        0.0000267209
       -1.9102711018        0.0215598016        0.0000444627        0.0000346701
       -1.7579913979        0.0199549540        0.0000500156        0.0000438433
       -1.6057116941        0.0186192881        0.0000566593        0.0000545641
       -1.4534319903        0.0176689020        0.0000645312        0.0000669114
       -1.3011522864        0.0167968386        0.0000735869        0.0000807260
       -1.1488725826        0.0155956926        0.0000836765        0.0000953905
       -0.9965928788        0.0147784503        0.0000951466        0.0001119983
       -0.8443131750        0.0142549728        0.0001081205        0.0001307480
       -0.6920334711        0.0139294879        0.0001225825        0.0001517278
       -0.5397537673        0.0137399373        0.0001386893        0.0001751233
       -0.3874740635        0.0142098091        0.0003341236        0.0003802580
       -0.2351943596        0.0143862577        0.0004129379        0.0004687050
       -0.0829146558        0.0146827097        0.0005214431        0.0005880764
        0.0693650480        0.0152779943        0.0007188477        0.0007981314
        0.2216447518        0.0162031598        0.0010120619        0.0011060164
        0.3739244557        0.0171274745        0.0012932000        0.0014028754
        0.5262041595        0.0191080591        0.0018599990        0.0019911341
        0.6784838633        0.0219251670        0.0026610080        0.0028204922
        0.8307635672        0.0255252279        0.0036488352        0.0038463421
        0.9830432710        0.0297237579        0.0047932081        0.0050416574
        1.1353229748        0.0343524147        0.0059987669        0.0063224760
