-6.521743 0.000000 0.000000 0.000000
-6.460415 0.000000 0.000000 0.000000
-6.399087 0.000000 0.000000 0.000000
-6.337759 0.000000 0.000000 0.000000
-6.276431 0.000000 0.000000 0.000000
-6.215103 0.000000 0.000000 0.000000
-6.153775 0.000000 0.000000 0.000000
-6.092447 0.000000 0.000000 0.000000
-6.031119 0.000000 0.000000 0.000000
-5.969791 0.000000 0.000000 0.000000
-5.908463 0.000000 0.000000 0.000000
-5.847135 0.000000 0.000000 0.000000
-5.785807 0.000000 0.000000 0.000000
-5.724479 0.000000 0.000000 0.000000
-5.663151 0.000000 0.000000 0.000000
-5.601823 0.000000 0.000000 0.000000
-5.540495 0.000000 0.000000 0.000000
-5.479167 0.000367 0.001337 0.000000
-5.417839 0.000781 0.002841 0.000000
-5.356511 0.001133 0.004128 0.000001
-5.295183 0.001313 0.004776 0.000001
-5.233855 0.001574 0.005723 0.000003
-5.172527 0.001883 0.006846 0.000005
-5.111199 0.002157 0.007835 0.000008
-5.049871 0.002823 0.010249 0.000020
-4.988543 0.002897 0.010504 0.000022
-4.927215 0.002926 0.010605 0.000024
-4.865887 0.002910 0.010519 0.000024
-4.804559 0.002946 0.010642 0.000027
-4.743231 0.002897 0.010448 0.000027
-4.681903 0.002891 0.010411 0.000028
-4.620575 0.002940 0.010582 0.000031
-4.559247 0.002966 0.010648 0.000033
-4.497919 0.002968 0.010609 0.000035
-4.436591 0.002951 0.010533 0.000037
-4.375263 0.002948 0.010512 0.000039
-4.313935 0.002969 0.010576 0.000042
-4.252607 0.002986 0.010620 0.000045
-4.191279 0.002986 0.010561 0.000048
-4.129951 0.003002 0.010583 0.000051
-4.068623 0.003007 0.010574 0.000055
-4.007295 0.003014 0.010568 0.000058
-3.945967 0.003032 0.010599 0.000063
-3.884639 0.003034 0.010565 0.000067
-3.823311 0.003048 0.010593 0.000072
-3.761983 0.003059 0.010586 0.000078
-3.700655 0.003071 0.010572 0.000084
-3.639327 0.003085 0.010581 0.000090
-3.577999 0.003094 0.010572 0.000097
-3.516671 0.003096 0.010524 0.000104
-3.455343 0.003115 0.010513 0.000112
-3.394015 0.003143 0.010550 0.000122
-3.332687 0.003177 0.010615 0.000132
-3.271359 0.003195 0.010610 0.000143
-3.210031 0.003217 0.010617 0.000155
-3.148703 0.004210 0.013487 0.000200
-3.087375 0.004913 0.015469 0.000239
-3.026047 0.005351 0.016633 0.000272
-2.964719 0.005838 0.017926 0.000309
-2.903391 0.006397 0.019390 0.000350
-2.842063 0.006882 0.020639 0.000391
-2.780735 0.007931 0.023515 0.000443
-2.719407 0.008149 0.023925 0.000488
-2.658079 0.008274 0.023853 0.000534
-2.596750 0.008544 0.024067 0.000584
-2.535422 0.008770 0.024082 0.000639
-2.474094 0.009227 0.024627 0.000732
-2.412766 0.009857 0.024929 0.000815
-2.351438 0.010774 0.025359 0.000922
-2.290110 0.012191 0.026118 0.001058
-2.228782 0.014081 0.026386 0.001177
-2.167454 0.014412 0.025344 0.001218
-2.106126 0.015900 0.025477 0.001350
-2.044798 0.017450 0.025659 0.001482
-1.983470 0.017942 0.025093 0.001551
-1.922142 0.018421 0.024805 0.001640
-1.860814 0.019922 0.025039 0.001782
-1.799486 0.022991 0.026060 0.002015
-1.738158 0.025156 0.025915 0.002235
-1.676830 0.027259 0.025345 0.002561
-1.615502 0.046951 0.033307 0.004123
-1.554174 0.046882 0.031467 0.004272
-1.492846 0.045929 0.029293 0.004204
-1.431518 0.045881 0.027845 0.004375
-1.370190 0.048764 0.027087 0.004444
-1.308862 0.053106 0.027059 0.004807
-1.247534 0.057393 0.027058 0.005259
-1.186206 0.058642 0.026358 0.005513
-1.124878 0.060589 0.025641 0.005865
-1.063550 0.061300 0.024545 0.006048
-1.002222 0.063569 0.023504 0.006237
-0.940894 0.075649 0.022695 0.006617
-0.879566 0.141226 0.021538 0.007752
-0.818238 0.131347 0.020123 0.008124
-0.756910 0.108719 0.018191 0.007774
-0.695582 0.095827 0.016415 0.007378
-0.634254 0.083945 0.015062 0.007059
-0.572926 0.077961 0.014065 0.006917
-0.511598 0.065046 0.013117 0.006642
-0.450270 0.061804 0.013740 0.007883
-0.388942 0.060277 0.013794 0.008583
-0.327614 0.053986 0.012979 0.008017
-0.266286 0.051192 0.012369 0.007638
-0.204958 0.046398 0.011806 0.007111
-0.143630 0.044964 0.011720 0.007179
-0.082302 0.044703 0.011783 0.007412
-0.020974 0.044925 0.011965 0.007754
0.201771 0.045405 0.012226 0.008155
0.508411 0.046211 0.012589 0.008623
0.815051 0.047399 0.013079 0.009201
1.121691 0.049013 0.013719 0.009912
1.428331 0.051799 0.016684 0.013956
1.734971 0.056132 0.020348 0.018752
2.041611 0.062448 0.024420 0.023913
2.348251 0.071450 0.030506 0.031708
2.654891 0.083568 0.040689 0.044779
2.961532 0.090487 0.050031 0.057866
3.268172 0.099668 0.059777 0.070796
3.574812 0.106533 0.065254 0.078279
3.881452 0.110834 0.070362 0.086414
4.188092 0.117634 0.074841 0.093172
4.494732 0.126801 0.080265 0.101751
4.801372 0.143107 0.088481 0.114161
5.108012 0.153682 0.091918 0.120580
5.414652 0.163974 0.102135 0.138722
5.721292 0.152507 0.097731 0.133260
6.027932 0.146959 0.091854 0.131201
6.334572 0.157761 0.085791 0.117802
6.641212 0.154667 0.086838 0.121814
6.947853 0.157529 0.094954 0.138618
7.254493 0.160164 0.110437 0.167771
7.561133 0.139942 0.098518 0.161480
7.867773 0.137634 0.094375 0.196879
8.174413 0.146190 0.097889 0.268618
8.481053 0.197403 0.112113 0.776509
8.787693 0.240919 0.102961 0.787998
9.094333 0.178088 0.064496 0.285686
9.400973 0.182348 0.077835 0.229563
9.707613 0.191413 0.090834 0.250098
10.014253 0.184489 0.099230 0.169831
10.320893 0.194702 0.126378 0.229256
10.627533 0.212628 0.135185 0.169923
10.934174 0.214165 0.147844 0.155657
11.240814 0.227794 0.160293 0.149746
11.547454 0.198404 0.169970 0.146956
11.854094 0.179012 0.226889 0.173793
12.160734 0.148865 0.274351 0.197214
12.467374 0.168021 0.376346 0.256285
12.774014 0.196563 0.399898 0.288065
13.080654 0.146110 0.330239 0.217888
13.387294 0.106564 0.209301 0.126234
13.693934 0.127068 0.205330 0.105762
14.000574 0.088396 0.119008 0.060313
14.307214 0.092498 0.111396 0.057332
14.613854 0.101138 0.123291 0.066634
14.920495 0.115272 0.135184 0.070657
15.227135 0.146547 0.174750 0.077179
15.533775 0.180637 0.169448 0.065009
15.840415 0.108202 0.146351 0.060435
16.147055 0.099656 0.139708 0.059068
16.453695 0.064721 0.135715 0.056972
16.760335 0.045497 0.162067 0.055023
17.066975 0.031820 0.193238 0.057108
17.373615 0.061953 0.309309 0.062386
17.680255 0.050549 0.287847 0.067172
17.986895 0.018579 0.154646 0.058491
18.293535 0.014311 0.129926 0.058347
18.600176 0.012734 0.119341 0.059804
18.906816 0.011122 0.097047 0.060864
19.213456 0.010235 0.086778 0.063757
19.520096 0.009128 0.077356 0.065079
19.826736 0.008144 0.068906 0.068970
20.133376 0.006932 0.059164 0.071100
20.440016 0.006757 0.058322 0.076883
20.746656 0.006776 0.060072 0.085998
21.053296 0.006896 0.046611 0.098707
21.359936 0.006698 0.028465 0.111752
21.666576 0.007690 0.025374 0.148921
21.973216 0.007136 0.027948 0.161790
22.279856 0.005463 0.031269 0.142286
22.586497 0.001576 0.014799 0.046877
22.893137 0.000721 0.010062 0.022514
23.199777 0.000328 0.006717 0.011434
23.506417 0.000103 0.003173 0.004343
23.813057 0.000000 0.000000 0.000000
24.119697 0.000000 0.000000 0.000000
24.426337 0.000000 0.000000 0.000000
24.732977 0.000000 0.000000 0.000000
25.039617 0.000000 0.000000 0.000000
25.346257 0.000000 0.000000 0.000000
25.652897 0.000000 0.000000 0.000000
25.959537 0.000000 0.000000 0.000000
26.266177 0.000000 0.000000 0.000000
26.572818 0.000000 0.000000 0.000000
26.879458 0.000000 0.000000 0.000000
27.186098 0.000000 0.000000 0.000000
27.492738 0.000000 0.000000 0.000000
27.799378 0.000000 0.000000 0.000000
28.106018 0.000000 0.000000 0.000000
28.412658 0.000000 0.000000 0.000000
28.719298 0.000000 0.000000 0.000000
